issue_year|issue_date|fesofi_code|edifil_code|issue_name|stamp_name|stamp_face_value|stamp_size|stamp_color|stamp_perforation|stamp_artist|stamp_print_type|stamp_printer|stamp_amount_printed|number_of_stamps_in_issue|issue_description
1860|1860/02/01|0054|54|Isabel II|Isabel II|19 cuartos|20 x 24 mm|castaño|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|35.521|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1860|1860/02/01|0055|55|Isabel II|Isabel II|1 real|20 x 24 mm|azul|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|803.444|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1860|1860/02/01|0056|56|Isabel II|Isabel II|2 reales|20 x 24 mm|lila s/ malva|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|999.374|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1862|1862/01/julio|0057|57|Isabel II|Isabel II|2 cuartos|21 x 24 mm|azul s/ amarillo|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|3.478.472|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1862|1862/01/julio|0058|58|Isabel II|Isabel II|4 cuartos|21 x 24 mm|castaño s/ anteado|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|89.158.398|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1862|1862/01/julio|0059|59|Isabel II|Isabel II|12 cuartos|21 x 24 mm|azul s/ rosa|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|1.349.530|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1862|1862/01/julio|0060|60|Isabel II|Isabel II|19 cuartos|21 x 24 mm|rosa s/ gris|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|103.016|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1862|1862/01/julio|0061|61|Isabel II|Isabel II|1 real|21 x 24 mm|castaño s/ amarillo|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|1.803.544|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1862|1862/01/julio|0062|62|Isabel II|Isabel II|2 reales|21 x 24 mm|verde s/ rosa|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|1.924.433|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1864|1864/01/enero|0063|63|Isabel II|Isabel II|2 cuartos|21 x 24 mm|azul s/ rosa|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|1.531.633|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1864|1864/01/enero|0064|64|Isabel II|Isabel II|4 cuartos|21 x 24 mm|rojo s/ salmón|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|49.504.787|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1864|1864/01/enero|0065|65|Isabel II|Isabel II|12 cuartos|21 x 24 mm|verde s/ rosa|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|691.801|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1864|1864/01/enero|0066|66|Isabel II|Isabel II|19 cuartos|21 x 24 mm|violeta s/ lila|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|24.669|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1864|1864/01/enero|0067|67|Isabel II|Isabel II|1 real|21 x 24 mm|castaño s/ verde|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|625.016|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1864|1864/01/enero|0068|68|Isabel II|Isabel II|2 reales|21 x 24 mm|azul s/ rosa|Sin dentar|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|527.462|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0069|69|Isabel II|Isabel II|2 cuartos|20 x 25 mm|carmín|Sin dentar|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|3.574.000|5|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0070|70|Isabel II|Isabel II|12 cuartos|20 x 25 mm|azul y rosa|Sin dentar|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|1.580.200|5|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0071|71|Isabel II|Isabel II|19 cuartos|20 x 25 mm|castaño y rosa|Sin dentar|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|75.600|5|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0072|72|Isabel II|Isabel II|1 real|20 x 25 mm|verde|Sin dentar|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|1.877.000|5|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0073|73|Isabel II|Isabel II|2 reales|20 x 25 mm|lila|Sin dentar|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|1.892.000|5|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0074|74|Isabel II|Isabel II|2 cuartos|20 x 25 mm|rosa rojizo|14 de peine|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|3.574.000|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0075|75|Isabel II|Isabel II|4 cuartos|20 x 25 mm|azul|14 de peine|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|72.640.000|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0076|76|Isabel II|Isabel II|12 cuartos|20 x 25 mm|azul y rosa|14 de peine|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|1.580.200|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0077|77|Isabel II|Isabel II|19 cuartos|20 x 25 mm|castaño y rosa|14 de peine|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|75.600|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0078|78|Isabel II|Isabel II|1 real|20 x 25 mm|verde|14 de peine|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|1.877.000|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1865|1865/01/01|0079|79|Isabel II|Isabel II|2 reales|20 x 25 mm|violeta|14 de peine|Eugenio Julià Jover|Tipografía|Fábrica Nacional del Sello|1.892.000|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1866|1866/01/01|0080|80|Isabel II|Isabel II|2 cuartos|20 x 25 mm|rosa|14 de peine|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|3.164.706|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1866|1866/01/01|0081|81|Isabel II|Isabel II|4 cuartos|20 x 25 mm|azul|14 de peine|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|68.371.471|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1866|1866/01/01|0082|82|Isabel II|Isabel II|12 cuartos|20 x 25 mm|naranja|14 de peine|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|1.387.841|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1866|1866/01/01|0083|83|Isabel II|Isabel II|19 cuartos|20 x 25 mm|castaño|14 de peine|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|33.849|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1866|1866/01/01|0084|84|Isabel II|Isabel II|10 céntimos de escudo|20 x 25 mm|verde|14 de peine|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|1.355.678|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1866|1866/01/01|0085|85|Isabel II|Isabel II|20 céntimos de escudo|20 x 25 mm|lila|14 de peine|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|427.448|6|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
1866|1866/08/01|0086|86|Isabel II|Isabel II|20 céntimos de escudo|20 x 25 mm|lila|14 de peine|José Pérez Varela|Tipografía|Fábrica Nacional del Sello|305.320|1|Isabel II de Borbón, fue Reina de España entre 1833 y 1868.Hija de Fernando VII y de su cuarta esposa, su sobrina María Cristina de Borbón-Dos Sicilias, Isabel asumió el trono de España el 29 de septiembre de 1833 después de la muerte de su padre, cuando ella tenía menos de tres años de edad.
